grid_id,date,latitude,longitude,x_utm,y_utm,rainfall_daily_mm,rainfall_cum_2d_mm,rainfall_cum_3d_mm,rainfall_cum_7d_mm,rainfall_delta_mm,elevation_m,slope_deg,low_lying_score,built_up_ratio,water_ratio,vegetation_ratio,worldcover_class,soil_clay_0_5cm,dist_to_swd_m,dist_to_macro_drain_m,dist_to_micro_drain_m,dist_to_river_stream_m,dist_to_buckingham_canal_m,dist_to_krishna_water_canal_m,drainage_density_m_per_km2,building_count,building_area_m2,dist_to_hospital_m,hospital_count_1km,dist_to_fire_station_m,dist_to_police_m,flood_occurred
CHN_G0075,2015-10-01,12.855268,80.24659,418250.0,1421250.0,2.37,2.44,3.19,30.96,2.29,4.09,1.4,0.509,0.4,0.0,0.587,30,100.0,1592.8,7261.4,4765.4,1702.3,1158.0,56821.7,0.0,0,0.0,3031.5,0,13603.0,5330.2,0
CHN_G0182,2015-10-01,12.868565,80.158999,408750.0,1422750.0,2.23,2.31,3.1,31.06,2.15,10.74,0.25,0.746,0.035,0.094,0.808,10,306.0,5352.9,9398.4,4675.4,508.6,8398.3,49407.1,0.0,27,1765.6,2011.5,0,8748.2,4085.5,0
CHN_G0098,2015-10-01,12.859523,80.159029,408750.0,1421750.0,2.27,2.35,3.13,31.03,2.19,12.28,0.33,0.731,0.056,0.0,0.942,40,306.0,5580.1,10106.6,4873.7,1364.9,8256.6,50182.1,0.0,0,0.0,2274.4,0,9703.3,4908.1,0
CHN_G1249,2015-11-15,12.981829,80.236991,417250.0,1435250.0,14.76,16.83,151.7,415.64,12.69,8.34,0.9,0.614,0.829,0.004,0.146,50,114.0,29.7,6157.5,2511.7,594.8,1727.1,45914.0,6186.2,50,10674.6,298.1,5,1154.4,1745.4,1
CHN_G1213,2015-11-15,12.977387,80.264664,420250.0,1434750.0,14.7,17.06,153.64,413.48,12.33,13.1,1.05,0.11,0.897,0.0,0.067,50,79.0,274.4,6373.7,5225.0,3343.1,1197.9,48487.2,720.6,0,0.0,438.6,15,4016.7,882.9,1
CHN_G0189,2015-10-01,12.868666,80.191254,412250.0,1422750.0,2.23,2.31,3.1,31.06,2.15,5.42,0.7,0.653,0.129,0.0,0.864,40,334.0,1943.0,7310.3,1237.5,278.3,5006.7,51706.4,0.0,173,14043.0,1970.7,0,10386.5,3340.0,0
CHN_G0707,2015-11-15,12.923109,80.255605,419250.0,1428750.0,14.35,18.38,152.74,413.46,10.32,7.81,1.55,0.306,0.236,0.028,0.709,10,57.0,238.4,1371.7,3723.1,5331.7,1327.9,51899.0,421.8,11,2757.0,1418.9,0,6673.4,3105.5,1
CHN_G1880,2015-11-15,13.049656,80.241395,417750.0,1442750.0,13.26,20.65,167.89,432.88,5.88,15.73,2.15,0.461,0.726,0.0,0.274,50,20.0,16.5,2417.6,359.8,1879.2,3025.0,41609.9,9296.8,58,11588.9,36.5,25,872.5,884.6,1
CHN_G0184,2015-10-01,12.868594,80.168215,409750.0,1422750.0,2.22,2.3,3.1,31.06,2.14,13.8,8.46,0.416,0.063,0.0,0.937,40,304.0,4364.8,8818.0,3681.2,101.3,7420.1,50049.8,0.0,3,435.1,2547.8,0,9109.7,3551.0,0
CHN_G0745,2015-11-15,12.927577,80.237156,417250.0,1429250.0,14.29,18.67,151.81,413.69,9.91,7.27,2.15,0.399,0.872,0.0,0.126,50,241.0,54.7,474.2,1923.2,3673.8,733.0,50166.7,5901.2,55,9733.0,628.7,9,5546.7,2268.3,1
CHN_G0073,2015-10-01,12.855241,80.237375,417250.0,1421250.0,2.35,2.42,3.18,30.97,2.27,2.07,1.31,0.758,0.187,0.102,0.708,30,258.0,1172.6,7172.6,3915.5,748.0,206.0,56196.0,0.0,0,0.0,2271.9,0,13491.1,5030.9,0
CHN_G0083,2015-10-01,12.855371,80.283452,422250.0,1421250.0,2.46,2.53,3.26,30.89,2.39,0.0,0.0,0.582,0.0,1.0,0.0,80,103.0,4610.6,8673.8,8381.5,5679.0,4937.7,59427.2,0.0,16,1690.1,6730.8,0,14736.8,7798.4,0
CHN_G1157,2015-11-15,12.972676,80.200139,413250.0,1434250.0,13.88,20.44,147.06,413.03,7.32,10.04,1.71,0.584,0.888,0.009,0.094,50,3.0,20.1,4266.8,728.4,1931.2,5598.0,43781.7,14463.5,0,0.0,650.9,4,3017.7,1048.5,1
CHN_G0052,2015-10-01,12.854942,80.140614,406750.0,1421250.0,2.31,2.38,3.15,31.0,2.23,22.38,1.37,0.719,0.207,0.123,0.664,10,312.0,7637.8,9289.7,6933.0,273.2,10228.8,49353.2,0.0,0,0.0,397.8,3,9838.8,6534.7,0
CHN_G1833,2015-11-15,13.045067,80.218352,415250.0,1442250.0,13.85,19.26,160.96,424.75,8.43,12.16,2.41,0.743,0.968,0.0,0.032,50,5.0,12.8,1826.8,1258.4,2285.9,4393.3,39878.4,9063.4,0,0.0,199.6,18,1720.2,157.5,1
CHN_G0082,2015-10-01,12.855358,80.278844,421750.0,1421250.0,2.45,2.52,3.25,30.89,2.38,0.0,0.0,0.582,0.0,1.0,0.0,80,103.0,4143.4,8432.8,7912.2,5179.9,4480.1,59093.0,0.0,9,1156.7,6248.2,0,14539.9,7417.2,0
CHN_G1536,2015-11-15,13.013378,80.20462,413750.0,1438750.0,14.3,18.57,150.53,415.84,10.04,12.28,3.88,0.768,0.69,0.0,0.289,50,21.0,12.8,4880.2,267.2,1064.0,4715.6,40969.1,7512.3,464,73224.0,679.8,6,3712.3,701.3,1
CHN_G1565,2015-11-15,13.017709,80.144667,407250.0,1439250.0,13.51,21.94,145.43,412.31,5.08,18.22,1.64,0.498,0.929,0.0,0.07,50,169.0,306.4,126.2,70.9,860.4,11231.5,36027.8,12.5,0,0.0,361.8,2,3624.2,2372.0,1
CHN_G0174,2015-10-01,12.868444,80.122136,404750.0,1422750.0,2.3,2.37,3.15,31.01,2.22,21.46,1.63,0.868,0.074,0.166,0.748,10,304.0,9127.7,7023.1,8665.5,60.9,12344.5,46961.2,0.0,28,6581.8,1751.3,0,8408.5,6193.1,0
CHN_G0086,2015-10-01,12.85934,80.103737,402750.0,1421750.0,2.37,2.45,3.2,30.95,2.3,37.12,3.04,0.394,0.232,0.0,0.768,10,299.0,11358.5,7386.1,10751.8,48.2,14244.1,46655.0,0.0,7,1128.6,3488.4,0,9869.8,7375.3,0
CHN_G0828,2015-11-15,12.936605,80.232519,416750.0,1430250.0,14.29,18.67,151.47,413.82,9.91,10.65,1.36,0.172,0.504,0.0,0.484,50,208.0,142.8,1286.8,2244.4,2699.6,1433.5,49094.6,4027.5,0,0.0,205.9,10,4482.6,1567.7,1
CHN_G0215,2015-10-01,12.872949,80.117513,404250.0,1423250.0,2.29,2.37,3.14,31.01,2.21,21.62,0.42,0.849,0.004,0.0,0.996,40,312.0,9324.2,6367.2,9154.1,583.3,12915.2,46263.4,0.0,0,0.0,2445.2,0,8010.2,5824.4,0
CHN_G0032,2015-10-01,12.850733,80.241996,417750.0,1420750.0,2.37,2.45,3.2,30.95,2.3,7.03,1.8,0.393,0.822,0.0,0.176,50,126.0,1879.1,7697.9,4613.7,1180.8,767.6,56898.4,0.0,388,59236.0,2978.2,0,14034.9,5637.5,0
CHN_G1878,2015-11-15,13.049629,80.232172,416750.0,1442750.0,13.37,20.39,166.59,431.61,6.34,16.99,2.11,0.423,0.886,0.0,0.114,50,5.0,27.0,1981.5,839.2,1903.9,3770.2,40790.8,11525.1,0,0.0,157.4,18,1603.3,1593.8,1
CHN_G1846,2015-11-15,13.045241,80.278298,421750.0,1442250.0,15.39,15.41,157.52,389.84,15.37,11.49,2.29,0.285,0.63,0.0,0.354,50,57.0,141.1,5822.0,3136.3,2458.7,147.9,45224.3,4114.8,0,0.0,502.7,9,262.2,682.5,1
CHN_G1409,2015-11-15,12.999801,80.200053,413250.0,1437250.0,13.97,20.05,147.53,413.77,7.9,16.37,3.38,0.588,0.719,0.0,0.272,50,277.0,102.8,3862.7,854.7,2233.3,5204.2,41634.0,11952.2,307,104696.0,162.5,12,3322.3,78.6,1
CHN_G1031,2015-11-15,12.959113,80.200183,413250.0,1432750.0,13.93,20.23,147.82,413.14,7.63,6.74,0.58,0.641,0.981,0.0,0.019,50,3.0,3.2,4393.1,834.9,1171.2,5315.5,44872.9,10496.5,377,34422.3,766.4,2,3565.8,922.3,1
CHN_G1821,2015-11-15,13.044894,80.163018,409250.0,1442250.0,13.75,20.59,150.8,415.66,6.91,18.07,1.91,0.513,0.986,0.0,0.012,50,46.0,200.1,2813.3,2141.4,2024.0,9733.4,35288.0,6948.7,0,0.0,755.5,2,5803.5,1212.0,1
CHN_G1709,2015-11-15,13.031532,80.227617,416250.0,1440750.0,14.49,17.41,155.84,419.63,11.57,13.34,2.05,0.559,0.903,0.0,0.097,50,83.0,113.2,3509.2,290.7,1375.1,2694.2,41586.4,8223.3,346,51773.8,242.7,24,519.3,411.2,1
CHN_G0071,2015-10-01,12.855214,80.228159,416250.0,1421250.0,2.33,2.41,3.17,30.98,2.25,7.49,2.25,0.425,0.164,0.016,0.816,10,329.0,755.7,7219.4,3150.7,307.3,749.8,55549.8,0.0,0,0.0,1770.1,0,13452.8,4920.3,0
CHN_G1630,2015-11-15,13.022558,80.250699,418750.0,1439750.0,14.83,16.46,154.45,415.15,13.19,13.45,0.78,0.391,0.444,0.064,0.484,10,37.0,74.8,5507.1,1198.4,301.8,213.8,44177.8,5995.7,478,40045.4,605.7,10,2576.9,1158.4,1
CHN_G1835,2015-11-15,13.045095,80.227575,416250.0,1442250.0,13.71,19.54,163.17,427.11,7.87,15.91,2.13,0.497,0.976,0.0,0.024,50,5.0,11.7,2137.7,988.1,2504.9,3699.9,40679.0,19964.2,0,0.0,389.8,19,1141.9,1119.2,1
CHN_G1831,2015-11-15,13.045039,80.20913,414250.0,1442250.0,13.92,19.21,158.84,422.56,8.64,14.98,2.15,0.608,0.87,0.0,0.13,50,37.0,1.7,1671.1,725.8,1980.1,5187.8,39087.0,15072.6,23,3127.2,365.9,31,2571.8,558.8,1
CHN_G0168,2015-10-01,12.864426,80.288035,422750.0,1422250.0,2.46,2.53,3.26,30.89,2.39,0.0,0.0,0.582,0.0,1.0,0.0,80,103.0,4872.0,8116.2,8586.2,6311.8,5138.0,59030.0,0.0,0,0.0,6759.8,0,14054.7,7633.8,0
CHN_G1777,2015-11-15,13.040343,80.153812,408250.0,1441750.0,13.7,20.92,149.34,414.64,6.48,18.35,5.76,0.533,0.889,0.0,0.101,50,75.0,15.9,2667.1,2015.2,2344.0,10560.5,34913.7,11361.7,0,0.0,528.0,3,5454.2,956.5,1
CHN_G1462,2015-11-15,13.004474,80.250753,418750.0,1437750.0,15.0,15.9,152.02,416.07,14.11,11.25,2.38,0.531,0.881,0.0,0.118,50,51.0,49.9,7284.6,2396.0,1099.8,315.0,45411.6,12447.0,152,12436.9,212.8,17,3952.0,912.3,1
CHN_G0080,2015-10-01,12.855333,80.269629,420750.0,1421250.0,2.42,2.5,3.23,30.91,2.35,0.0,0.0,0.582,0.0,1.0,0.0,80,103.0,3238.5,8022.3,6985.3,4182.5,3593.9,58431.7,0.0,6,239.5,5292.6,0,14190.7,6701.8,0
CHN_G0916,2015-11-15,12.945701,80.250929,418750.0,1431250.0,14.44,18.05,152.57,413.78,10.83,5.04,1.21,0.615,0.901,0.002,0.096,50,71.0,75.7,2566.1,4233.4,2895.1,351.4,49762.8,6385.9,454,89174.9,691.3,3,4272.5,1031.1,1
CHN_G1376,2015-11-15,12.995405,80.24156,417750.0,1436750.0,15.01,15.9,151.4,416.56,14.11,14.28,2.9,0.469,0.404,0.014,0.562,10,201.0,313.1,7731.4,2621.5,1842.3,890.6,45287.9,0.0,394,85452.7,978.9,2,2547.7,1558.4,1
CHN_G0221,2015-10-01,12.873041,80.14516,407250.0,1423250.0,2.23,2.31,3.1,31.06,2.15,19.53,2.88,0.419,0.0,0.227,0.724,30,315.0,6781.7,7987.2,6154.2,151.4,9969.0,48073.7,0.0,0,0.0,1550.9,0,7907.8,4859.5,0
CHN_G0022,2015-10-01,12.850596,80.19592,412750.0,1420750.0,2.3,2.38,3.15,31.0,2.23,13.19,3.43,0.38,0.197,0.0,0.803,30,293.0,2816.2,8769.7,2532.8,1480.7,4231.6,53527.0,0.0,53,11695.9,3705.1,0,12312.8,5400.2,0
CHN_G1579,2015-11-15,13.017913,80.209216,414250.0,1439250.0,14.47,17.83,151.84,416.82,11.11,9.03,1.03,0.851,0.564,0.0,0.428,50,84.0,125.2,4668.5,96.0,367.8,4256.1,41007.3,3210.4,581,74195.8,732.5,3,3008.3,960.2,1
CHN_G1159,2015-11-15,12.972704,80.209359,414250.0,1434250.0,14.14,19.36,148.81,413.94,8.91,3.51,2.22,0.832,0.878,0.0,0.116,50,20.0,151.0,5166.4,156.6,996.0,4616.4,44468.4,3684.1,0,0.0,218.2,6,2034.6,908.6,1
CHN_G1747,2015-11-15,13.035997,80.209159,414250.0,1441250.0,14.15,18.65,156.06,419.98,9.64,16.77,0.89,0.454,0.595,0.0,0.39,50,44.0,65.9,2669.6,558.8,993.9,4703.8,39712.2,9174.0,517,39417.1,161.9,24,2329.4,731.0,1
CHN_G0822,2015-11-15,12.936523,80.204864,413750.0,1430250.0,14.04,19.69,149.45,413.44,8.4,10.39,1.7,0.402,0.828,0.0,0.17,50,142.0,48.6,2314.4,1372.3,1335.3,4367.2,47051.4,3583.6,0,0.0,107.3,14,5098.5,2368.0,1
CHN_G0737,2015-11-15,12.927467,80.200284,413250.0,1429250.0,14.02,19.78,149.54,413.37,8.27,15.77,2.26,0.276,0.837,0.0,0.142,50,12.0,88.1,2547.6,2317.1,2144.7,4649.1,47475.0,6280.2,95,16956.3,102.5,14,6215.6,1250.0,1
CHN_G0016,2015-10-01,12.85051,80.168274,409750.0,1420750.0,2.3,2.38,3.15,31.01,2.22,11.82,2.6,0.61,0.057,0.0,0.943,40,315.0,5041.6,10364.9,4397.6,146.3,7231.1,51588.4,0.0,0,0.0,3030.9,0,10965.2,5422.8,0
CHN_G1200,2015-11-15,12.977211,80.204735,413750.0,1434750.0,14.02,19.86,147.9,413.57,8.18,6.68,2.84,0.746,0.871,0.0,0.124,50,20.0,16.2,4516.8,78.3,1484.6,5202.7,43761.4,16327.4,253,45495.5,72.1,6,2484.0,1339.9,1
CHN_G1787,2015-11-15,13.04049,80.199922,413250.0,1441750.0,13.99,19.26,155.67,419.64,8.72,17.42,1.07,0.456,0.854,0.0,0.146,50,44.0,54.0,2262.8,507.2,1279.1,5820.8,38622.3,12924.3,0,0.0,220.0,23,3380.1,609.1,1
CHN_G0230,2015-10-01,12.873173,80.186632,411750.0,1423250.0,2.2,2.28,3.08,31.08,2.12,5.4,0.59,0.758,0.001,0.021,0.826,40,327.0,2313.8,7169.6,1654.8,120.1,5620.7,50999.9,0.0,53,1796.9,1478.7,0,9687.1,2738.1,0
CHN_G1283,2015-11-15,12.986239,80.200096,413250.0,1435750.0,13.88,20.48,146.74,413.11,7.28,9.1,0.43,0.76,0.99,0.0,0.01,50,277.0,5.7,3783.2,352.3,1908.8,5498.8,42695.0,34071.6,0,0.0,363.3,10,3091.9,403.9,1
CHN_G0004,2015-10-01,12.850329,80.112984,403750.0,1420750.0,2.38,2.45,3.2,30.95,2.3,21.49,11.73,1.0,0.027,0.171,0.67,30,309.0,10660.1,8574.4,9959.3,250.4,13230.1,48039.6,0.0,0,0.0,2710.3,0,10559.1,8304.6,0
CHN_G0017,2015-10-01,12.850525,80.172882,410250.0,1420750.0,2.3,2.37,3.15,31.01,2.22,11.49,2.45,0.564,0.192,0.002,0.782,30,313.0,4610.1,10081.4,3991.9,277.1,6731.2,51904.5,0.0,0,0.0,3530.9,0,11145.1,5302.4,0
CHN_G0789,2015-11-15,12.932125,80.24636,418250.0,1429750.0,14.35,18.4,152.29,413.67,10.3,2.84,1.14,0.736,0.651,0.007,0.324,50,77.0,217.3,1005.4,3041.1,4046.0,135.2,50485.2,438.7,22,3784.3,1054.3,0,5347.5,1788.3,1
CHN_G1823,2015-11-15,13.044924,80.172241,410250.0,1442250.0,13.79,20.36,151.78,416.43,7.23,17.51,0.58,0.535,0.838,0.0,0.156,50,278.0,9.3,2019.2,2181.1,2318.5,8787.1,36025.3,18505.9,54,8548.7,502.5,5,5836.7,1303.8,1
CHN_G0012,2015-10-01,12.850451,80.149844,407750.0,1420750.0,2.31,2.39,3.16,31.0,2.24,20.76,0.75,0.618,0.049,0.0,0.95,40,314.0,6861.1,10257.1,6160.8,1103.9,9230.8,50353.8,0.0,0,0.0,1031.2,0,10455.7,6290.5,0
CHN_G0177,2015-10-01,12.86849,80.13596,406250.0,1422750.0,2.26,2.34,3.12,31.03,2.19,21.22,5.56,0.642,0.156,0.0,0.844,40,311.0,7836.3,7758.9,7167.9,672.1,10860.8,47853.9,0.0,166,22243.5,924.2,1,8315.0,5970.4,0
CHN_G0568,2015-11-15,12.909369,80.195732,412750.0,1427250.0,14.03,19.71,150.08,413.41,8.35,15.24,1.8,0.29,0.967,0.0,0.033,50,13.0,140.0,3600.2,1901.1,1131.9,4751.9,48698.8,6319.1,0,0.0,191.4,20,7733.1,889.1,1
CHN_G1381,2015-11-15,12.995471,80.264611,420250.0,1436750.0,14.82,16.62,153.93,413.17,13.01,10.38,1.0,0.433,0.871,0.0,0.129,50,30.0,49.7,8244.7,4148.4,2020.7,1525.6,47206.7,3740.4,69,10084.5,102.1,27,4508.1,402.0,1
CHN_G1041,2015-11-15,12.959251,80.246279,418250.0,1432750.0,14.52,17.75,152.36,414.22,11.29,4.79,1.9,0.732,0.968,0.0,0.025,50,109.0,21.0,3876.7,3270.7,1447.3,403.5,48356.1,21093.5,333,46756.1,425.0,6,2807.0,1382.5,1
CHN_G0736,2015-11-15,12.927452,80.195675,412750.0,1429250.0,13.99,19.92,149.26,413.29,8.05,11.26,5.56,0.639,0.797,0.0,0.202,50,12.0,210.7,3047.4,2500.6,1803.1,5139.4,47151.6,1515.6,91,17776.1,425.1,12,6470.5,1115.6,1
CHN_G0213,2015-10-01,12.872918,80.108297,403250.0,1423250.0,2.32,2.4,3.16,30.99,2.24,29.83,2.25,0.638,0.389,0.005,0.574,50,296.0,10227.0,6031.7,10154.1,1498.9,13902.1,45687.8,0.0,0,0.0,3309.7,0,8288.9,5827.7,0
CHN_G0108,2015-10-01,12.859666,80.205107,413750.0,1421750.0,2.28,2.35,3.13,31.02,2.2,4.1,0.28,0.695,0.001,0.033,0.965,30,318.0,1485.4,7425.6,1487.7,738.5,3299.3,53459.1,0.0,0,0.0,2317.0,0,12101.2,4866.4,0
CHN_G0491,2015-11-15,12.900424,80.228021,416250.0,1426250.0,14.19,19.03,151.69,413.54,9.35,6.65,1.17,0.46,0.808,0.0,0.185,50,131.0,576.5,2309.1,1534.7,2257.8,1129.5,51705.9,0.0,0,0.0,104.5,4,8452.8,47.8,1
CHN_G1801,2015-11-15,13.040681,80.264478,420250.0,1441750.0,14.89,16.62,159.02,401.43,13.17,10.23,2.02,0.665,0.827,0.0,0.166,50,213.0,20.0,4922.6,1934.0,1847.2,554.1,44239.5,3632.2,52,4581.5,263.7,35,1457.3,522.3,1
CHN_G0156,2015-10-01,12.86427,80.23274,416750.0,1422250.0,2.31,2.39,3.15,31.0,2.23,1.62,1.3,0.778,0.021,0.044,0.877,30,118.0,429.4,6181.7,2966.9,780.9,521.9,55102.0,0.0,0,0.0,1228.8,0,12463.5,3958.5,0
CHN_G1163,2015-11-15,12.972759,80.227799,416250.0,1434250.0,14.52,17.77,151.1,414.99,11.28,7.84,3.89,0.516,0.824,0.0,0.154,50,78.0,9.7,5026.4,1233.7,666.7,2653.3,45876.4,18989.1,0,0.0,710.8,10,453.1,1172.7,1
CHN_G1369,2015-11-15,12.995309,80.209288,414250.0,1436750.0,14.36,18.44,149.55,415.08,10.29,11.91,1.04,0.671,0.96,0.0,0.038,50,17.0,106.6,4764.9,562.1,1331.3,4292.9,42700.3,10069.4,212,40392.9,259.4,8,2850.6,1028.5,1
CHN_G0069,2015-10-01,12.855187,80.218944,415250.0,1421250.0,2.31,2.39,3.16,31.0,2.24,3.68,0.08,0.69,0.023,0.018,0.958,40,317.0,1255.4,7395.7,2554.1,447.5,1738.4,54853.1,0.0,0,0.0,1762.1,0,13469.8,5010.8,0
CHN_G0179,2015-10-01,12.86852,80.145176,407250.0,1422750.0,2.25,2.33,3.11,31.05,2.17,18.01,1.57,0.537,0.048,0.064,0.888,40,312.0,6841.5,8363.8,6170.2,287.9,9873.8,48465.7,0.0,12,1481.7,1370.8,0,8402.1,5154.0,0
CHN_G0906,2015-11-15,12.945564,80.204835,413750.0,1431250.0,14.03,19.77,149.06,413.43,8.29,4.69,0.77,0.648,0.546,0.223,0.168,50,174.0,25.6,2918.8,372.8,335.7,4570.8,46310.7,2783.0,511,82202.8,620.4,3,4253.2,2171.5,1
CHN_G0188,2015-10-01,12.868652,80.186647,411750.0,1422750.0,2.22,2.3,3.1,31.06,2.14,5.74,0.3,0.695,0.0,0.009,0.986,40,330.0,2417.9,7586.8,1713.3,481.7,5484.3,51369.6,0.0,36,1833.7,1972.9,0,10094.6,3232.1,0
CHN_G0222,2015-10-01,12.873056,80.149768,407750.0,1423250.0,2.22,2.3,3.09,31.07,2.14,13.94,1.15,0.665,0.183,0.013,0.8,40,310.0,6305.6,8331.9,5654.2,224.9,9481.3,48386.9,0.0,0,0.0,1397.3,0,8000.8,4452.4,0
CHN_G0864,2015-11-15,12.941044,80.20485,413750.0,1430750.0,14.04,19.73,149.26,413.43,8.34,7.52,0.37,0.514,0.726,0.028,0.244,50,174.0,147.1,2586.1,872.6,835.5,4473.4,46679.9,1698.7,278,22357.0,297.2,5,4668.2,2670.7,1
CHN_G0617,2015-11-15,12.913987,80.227979,416250.0,1427750.0,14.21,18.98,151.48,413.59,9.43,1.39,0.45,0.715,0.683,0.045,0.185,50,99.0,133.3,962.6,926.6,3154.0,1412.9,50581.8,4808.6,0,0.0,248.3,3,6952.8,1452.2,1
CHN_G0204,2015-10-01,12.86887,80.260374,419750.0,1422750.0,2.37,2.44,3.19,30.96,2.29,0.0,0.0,0.636,0.0,1.0,0.0,80,42.0,1841.0,6238.5,5551.6,3661.7,2097.0,56644.1,0.0,0,0.0,4018.9,0,12459.3,4929.8,0
CHN_G1367,2015-11-15,12.995281,80.200067,413250.0,1436750.0,13.93,20.25,147.12,413.47,7.61,13.11,0.17,0.75,0.919,0.0,0.078,50,277.0,138.5,3770.7,373.6,2153.9,5272.2,41984.7,7948.9,619,91221.5,231.0,9,3169.4,425.3,1
CHN_G0958,2015-11-15,12.950222,80.250915,418750.0,1431750.0,14.47,17.94,152.6,413.86,11.0,3.36,0.59,0.75,0.911,0.009,0.076,50,71.0,7.1,3028.6,4021.8,2500.5,273.2,49411.7,12318.4,59,29244.5,454.5,4,3879.6,1048.2,1
CHN_G1653,2015-11-15,13.02681,80.163079,409250.0,1440250.0,13.58,21.58,146.59,413.11,5.58,16.53,0.46,0.598,0.891,0.0,0.109,50,107.0,37.1,1915.2,224.0,2334.3,9315.5,36681.6,16589.7,495,94629.1,611.9,1,3807.7,760.3,1
CHN_G0240,2015-10-01,12.873312,80.232712,416750.0,1423250.0,2.28,2.36,3.13,31.02,2.2,3.63,0.1,0.641,0.138,0.0,0.831,30,257.0,851.1,5183.7,2529.6,1002.9,853.0,54323.8,0.0,37,2391.8,1059.4,0,11464.4,2971.5,0
CHN_G1411,2015-11-15,12.99983,80.209273,414250.0,1437250.0,14.42,18.19,149.89,415.41,10.65,12.24,0.54,0.691,0.973,0.0,0.025,50,307.0,65.4,4838.1,881.0,1723.8,4209.1,42355.6,6616.2,311,64280.0,228.3,11,3228.4,980.4,1
CHN_G1378,2015-11-15,12.995432,80.25078,418750.0,1436750.0,14.93,16.17,152.21,415.7,13.7,12.03,3.77,0.493,0.71,0.001,0.287,50,201.0,8.1,7906.7,3240.1,2051.8,75.2,46048.7,13696.2,314,90712.2,164.3,21,3244.0,596.8,1
CHN_G1708,2015-11-15,13.031518,80.223006,415750.0,1440750.0,14.45,17.57,155.69,419.64,11.32,11.8,2.2,0.659,0.956,0.0,0.033,50,83.0,24.9,3384.7,515.9,1453.1,3132.9,41193.9,9267.6,401,76672.0,42.7,24,921.8,789.5,1
CHN_G0124,2015-10-01,12.859879,80.278832,421750.0,1421750.0,2.44,2.51,3.24,30.9,2.37,0.0,0.0,0.582,0.0,1.0,0.0,80,103.0,3982.7,7992.0,7748.7,5236.0,4292.5,58721.0,0.0,0,0.0,6131.5,0,14078.5,7095.4,0
CHN_G1720,2015-11-15,13.031678,80.278337,421750.0,1440750.0,15.21,15.86,157.76,394.63,14.55,9.43,3.0,0.323,0.721,0.072,0.041,50,57.0,252.1,6723.7,3616.5,1061.9,1136.4,46042.3,654.2,0,0.0,297.5,3,1247.2,833.4,1
CHN_G1592,2015-11-15,13.018089,80.269155,420750.0,1439250.0,14.88,16.56,156.54,406.78,13.2,6.58,1.93,0.579,0.607,0.023,0.362,50,20.0,7.6,7024.5,3226.8,291.1,1343.1,46082.0,6682.2,356,72092.0,210.4,7,2900.9,545.2,1
CHN_G0120,2015-10-01,12.859828,80.2604,419750.0,1421750.0,2.39,2.46,3.21,30.94,2.32,0.0,0.0,0.62,0.0,1.0,0.0,80,103.0,2121.6,7162.1,5869.5,3277.1,2486.7,57399.6,0.0,196,17954.0,4188.0,0,13421.6,5669.5,0
CHN_G0141,2015-10-01,12.864058,80.163622,409250.0,1422250.0,2.25,2.32,3.11,31.05,2.17,10.39,0.74,0.706,0.07,0.0,0.927,40,305.0,4959.5,9524.8,4260.6,799.1,7819.5,50111.0,0.0,224,26995.1,2673.2,0,9384.6,4224.9,0
CHN_G1752,2015-11-15,13.036066,80.232214,416750.0,1441250.0,14.23,18.12,158.65,421.67,10.34,18.99,1.19,0.234,0.931,0.0,0.067,50,333.0,43.7,3253.5,572.7,1397.3,2616.6,41677.8,18278.5,0,0.0,172.3,22,194.7,322.8,1
CHN_G0155,2015-10-01,12.864256,80.228132,416250.0,1422250.0,2.3,2.38,3.15,31.01,2.22,8.22,4.67,0.355,0.424,0.014,0.546,50,43.0,233.1,6226.4,2533.8,286.9,1013.4,54791.6,633.0,0,0.0,863.6,1,12452.8,3920.4,0
CHN_G0026,2015-10-01,12.850652,80.21435,414750.0,1420750.0,2.32,2.4,3.16,30.99,2.25,4.66,0.57,0.681,0.486,0.0,0.514,50,324.0,1958.1,8007.4,2792.7,1074.9,2231.9,54872.5,0.0,165,34108.2,2405.1,0,13509.9,5610.5,0
CHN_G0205,2015-10-01,12.868883,80.264982,420250.0,1422750.0,2.38,2.46,3.2,30.95,2.31,0.0,0.0,0.584,0.0,1.0,0.0,80,42.0,2340.8,6443.8,6037.5,4102.1,2589.8,56975.2,0.0,0,0.0,4518.4,0,12609.5,5301.2,0
CHN_G1584,2015-11-15,13.017983,80.232269,416750.0,1439250.0,15.1,15.54,151.07,417.35,14.66,7.81,2.08,0.848,0.127,0.062,0.781,30,318.0,126.7,5090.3,485.7,253.3,1760.1,42913.6,3017.6,33,2043.6,374.3,7,1904.3,814.7,1
CHN_G0116,2015-10-01,12.859775,80.241969,417750.0,1421750.0,2.34,2.42,3.18,30.97,2.27,7.79,0.39,0.333,0.364,0.0,0.631,50,298.0,1065.5,6701.9,4084.4,1436.3,553.1,56118.4,0.0,0,0.0,2341.4,0,13041.2,4684.1,0
CHN_G1201,2015-11-15,12.977225,80.209345,414250.0,1434750.0,14.17,19.25,148.82,414.08,9.08,8.19,2.34,0.608,0.962,0.0,0.032,50,20.0,4.1,4989.5,232.2,1014.8,4712.0,44109.1,11128.9,97,26031.6,241.4,5,1984.1,1321.4,1
