grid_id,locality,centroid_lat,centroid_lon,area_sqkm,elevation_m,slope_deg,low_lying_score,dist_to_drain_m,drainage_density,dist_to_mithi_m,dist_to_coast_m,dist_to_hotspot_m,historical_hotspot_score,built_up_ratio
MUM_000442,Dadar East / Hindmata,19.028853,72.837841,0.25,4.31,0.56,0.92,1678.0,0.7,5487.5,2644.5,903.1,0.471,0.89
MUM_000443,Dharavi / Mahim,19.033369,72.837782,0.25,3.52,0.73,0.85,1232.7,1.45,5709.2,2591.0,1231.3,0.358,0.832
MUM_000444,Dharavi / Mahim,19.037885,72.837724,0.25,4.2,1.3,0.85,787.3,2.19,5956.1,2537.4,1648.2,0.253,0.838
MUM_000445,Dharavi / Mahim,19.0424,72.837665,0.25,3.75,0.58,0.85,342.0,2.93,6227.1,2483.9,2101.6,0.174,0.903
MUM_000446,Bandra West,19.046916,72.837607,0.25,10.82,1.61,0.55,103.4,3.33,6499.8,2430.4,2572.4,0.117,0.864
MUM_000447,Bandra West,19.051431,72.837548,0.25,11.63,2.81,0.55,548.7,2.59,6772.5,2376.8,3052.5,0.079,0.835
MUM_000448,Bandra West,19.055947,72.83749,0.25,13.22,1.63,0.55,994.1,1.84,7045.2,2323.3,3538.1,0.052,0.803
MUM_000449,Bandra West,19.060463,72.837431,0.25,6.13,1.7,0.55,1439.4,1.1,7317.9,2269.8,4027.2,0.035,0.857
MUM_000450,Bandra West,19.064978,72.837373,0.25,9.51,1.07,0.55,1884.8,0.36,7590.6,2189.1,4518.7,0.023,0.813
MUM_000451,Santacruz / Milan Subway,19.069494,72.837314,0.25,3.9,0.47,0.92,2330.1,0.2,7863.3,2089.6,5011.9,0.015,0.939
MUM_000452,Santacruz / Milan Subway,19.074009,72.837256,0.25,2.9,0.47,0.92,2775.4,0.2,8136.0,1990.1,5506.3,0.01,0.904
MUM_000453,Santacruz / Milan Subway,19.078525,72.837197,0.25,4.94,1.18,0.92,3220.8,0.2,8408.7,1890.6,6001.7,0.007,0.852
MUM_000454,Santacruz / Milan Subway,19.08304,72.837138,0.25,4.37,1.04,0.92,2929.5,0.2,8682.2,1791.2,6497.7,0.004,0.92
MUM_000455,Santacruz / Milan Subway,19.087556,72.83708,0.25,4.36,0.67,0.92,2444.4,0.2,8970.2,1691.7,6994.4,0.003,0.946
MUM_000456,Santacruz / Milan Subway,19.092072,72.837021,0.25,3.68,0.88,0.92,1959.3,0.23,9276.3,1592.2,7491.4,0.002,0.884
MUM_000457,Santacruz / Milan Subway,19.096587,72.836962,0.25,3.02,0.38,0.92,1474.3,1.04,9598.7,1492.7,7554.7,0.002,0.878
MUM_000458,Santacruz / Milan Subway,19.101103,72.836904,0.25,3.81,0.61,0.92,989.2,1.85,9935.7,1393.2,7087.1,0.003,0.949
MUM_000459,Andheri Subway / West,19.105618,72.836845,0.25,4.88,0.69,0.92,504.1,2.66,10286.1,1293.8,6624.1,0.004,0.92
MUM_000460,Andheri Subway / West,19.110134,72.836786,0.25,3.21,1.14,0.92,19.0,3.47,10648.4,1194.3,6167.0,0.006,0.852
MUM_000461,Andheri Subway / West,19.114649,72.836727,0.25,4.95,0.35,0.92,466.1,2.72,11021.4,1052.1,5717.0,0.009,0.908
MUM_000462,Andheri Subway / West,19.119165,72.836669,0.25,3.88,0.68,0.92,951.2,1.91,11404.2,868.7,5276.0,0.012,0.854
MUM_000463,Andheri Subway / West,19.12368,72.83661,0.25,2.85,0.77,0.92,1436.2,1.11,11795.8,685.3,4846.6,0.018,0.859
MUM_000464,Andheri Subway / West,19.128196,72.836551,0.25,3.29,0.89,0.92,1921.3,0.3,12195.3,501.9,4431.9,0.025,0.877
MUM_000465,Andheri Subway / West,19.132712,72.836492,0.25,3.66,0.34,0.92,1609.0,0.82,12601.9,318.6,4036.6,0.035,0.914
MUM_000466,Jogeshwari / JVLR,19.137227,72.836433,0.1976,20.44,2.79,0.4,1155.7,1.57,12971.1,187.7,3647.9,0.048,0.802
MUM_000467,Jogeshwari / JVLR,19.141743,72.836374,0.099,14.41,2.89,0.4,713.6,2.31,13323.0,99.7,3249.0,0.067,0.746
MUM_000468,Goregaon West,19.146258,72.836316,0.1149,8.4,2.29,0.4,4066.8,0.2,8665.3,112.9,6139.8,0.006,0.832
MUM_000469,Goregaon West,19.150774,72.836257,0.2278,12.98,1.41,0.4,3813.5,0.2,8205.9,226.1,5668.5,0.009,0.74
MUM_000470,Goregaon West,19.155289,72.836198,0.25,17.3,3.8,0.4,3488.6,0.2,7724.7,422.4,5183.1,0.013,0.796
MUM_000471,Goregaon West,19.159805,72.836139,0.25,9.87,2.6,0.4,3150.1,0.2,7227.6,642.7,4683.1,0.02,0.717
MUM_000472,Goregaon West,19.16432,72.83608,0.25,15.47,1.48,0.4,2823.9,0.2,6730.8,862.9,4183.1,0.031,0.757
MUM_000473,Goregaon West,19.168836,72.836021,0.25,7.82,2.4,0.4,2497.8,0.2,6234.5,1083.2,3683.1,0.046,0.806
MUM_000474,Malad West,19.173351,72.835962,0.25,16.21,3.52,0.4,2171.6,0.2,5738.9,1303.4,3183.1,0.07,0.722
MUM_000475,Malad West,19.177867,72.835903,0.25,18.11,1.7,0.4,1845.5,0.42,5244.1,1523.7,2683.1,0.107,0.732
MUM_000476,Malad West,19.182382,72.835844,0.25,18.87,1.39,0.4,1519.3,0.97,4750.4,1743.9,2183.1,0.162,0.753
MUM_000477,Malad West,19.186898,72.835785,0.25,20.45,2.08,0.4,1193.2,1.51,4258.2,1964.2,1683.1,0.246,0.729
MUM_000478,Malad West,19.191413,72.835726,0.25,9.47,1.36,0.4,825.5,2.12,3768.1,2184.4,1183.1,0.373,0.764
MUM_000479,Malad West,19.195929,72.835667,0.25,15.53,3.06,0.4,453.4,2.74,3280.9,2404.7,683.1,0.566,0.744
MUM_000480,Kandivali West,19.200444,72.835608,0.25,11.25,2.01,0.4,81.3,3.36,2798.2,2624.9,183.1,0.858,0.785
MUM_000481,Kandivali West,19.20496,72.835549,0.25,10.63,2.85,0.4,373.1,2.88,2322.9,2845.2,316.9,0.768,0.812
MUM_000482,Kandivali West,19.209475,72.83549,0.25,10.37,3.06,0.4,872.8,2.05,1860.6,3065.4,816.9,0.506,0.814
MUM_000483,Kandivali West,19.213991,72.835431,0.25,11.57,1.48,0.4,1372.7,1.21,1423.9,3079.5,1316.9,0.334,0.834
MUM_000484,Kandivali West,19.218506,72.835371,0.25,7.99,1.8,0.4,1043.8,1.76,1043.8,2980.0,1801.4,0.223,0.792
MUM_000485,Kandivali West,19.223022,72.835312,0.25,11.6,1.94,0.4,694.8,2.34,694.8,2880.4,1756.6,0.231,0.717
MUM_000486,Kandivali West,19.227537,72.835254,0.25,7.01,2.76,0.4,345.8,2.92,345.8,2780.9,1851.0,0.214,0.739
MUM_000487,Kandivali West,19.231871,72.835656,0.25,13.2,2.26,0.4,3.2,3.49,3.2,2681.4,2065.6,0.179,0.828
MUM_000488,Kandivali West,19.23621,72.836497,0.25,17.06,3.62,0.4,352.2,2.91,352.2,2581.8,2368.0,0.139,0.794
MUM_000489,Mumbai Central,,,0.25,10.72,3.4,0.4,648.7,2.42,648.7,2482.3,2729.1,0.103,0.764
MUM_000490,Mumbai Central,,,0.25,13.67,3.84,0.4,944.0,1.93,944.0,2382.8,2768.0,0.1,0.751
MUM_000491,Marine Lines / Kalbadevi,18.957047,72.842336,0.25,14.37,3.52,0.4,1239.3,1.43,1239.3,2335.8,2512.3,0.123,0.796
MUM_000492,Marine Lines / Kalbadevi,18.961304,72.843275,0.25,8.99,3.35,0.4,1534.6,0.94,1534.6,2392.0,2012.4,0.187,0.78
MUM_000493,Marine Lines / Kalbadevi,18.96569,72.843404,0.25,19.19,1.59,0.4,1829.8,0.45,1829.8,2479.3,1512.5,0.284,0.798
MUM_000494,Marine Lines / Kalbadevi,18.970206,72.843346,0.25,18.01,3.86,0.4,2125.1,0.2,2125.1,2566.6,1012.8,0.43,0.793
MUM_000495,Marine Lines / Kalbadevi,18.974722,72.843287,0.25,17.81,3.39,0.4,2420.4,0.2,2420.4,2653.8,513.6,0.652,0.73
MUM_000496,Dadar East / Hindmata,18.979237,72.843229,0.25,3.89,0.57,0.92,2715.6,0.2,2715.6,2741.1,42.4,0.965,0.946
MUM_000497,Dadar East / Hindmata,18.983753,72.843171,0.25,3.18,1.04,0.92,3010.8,0.2,3010.8,2828.4,489.7,0.665,0.858
MUM_000498,Dadar East / Hindmata,18.988268,72.843113,0.25,3.1,0.32,0.92,3306.1,0.2,3306.1,2915.6,988.8,0.439,0.883
MUM_000499,Dadar East / Hindmata,18.992784,72.843055,0.25,4.82,0.73,0.92,3601.3,0.2,3601.3,3002.9,1488.6,0.289,0.85
MUM_000500,Dadar East / Hindmata,18.9973,72.842997,0.25,3.59,0.46,0.92,3896.5,0.2,3896.5,3090.2,1988.4,0.191,0.902
MUM_000501,Dadar East / Hindmata,19.001815,72.842938,0.25,3.36,0.88,0.92,3686.7,0.2,4158.2,3177.4,1575.2,0.269,0.906
MUM_000502,Dadar East / Hindmata,19.006331,72.84288,0.25,4.57,0.67,0.92,3241.4,0.2,4378.3,3264.7,1087.0,0.404,0.879
MUM_000503,Dadar East / Hindmata,19.010847,72.842822,0.25,3.39,0.49,0.92,2796.0,0.2,4598.4,3248.7,618.1,0.597,0.941
MUM_000504,Dadar East / Hindmata,19.015362,72.842764,0.25,3.86,0.81,0.92,2350.7,0.2,4818.5,3195.2,287.1,0.787,0.884
MUM_000505,Dadar East / Hindmata,19.019878,72.842705,0.25,4.65,0.86,0.92,1905.3,0.32,5038.6,3141.6,531.8,0.642,0.863
MUM_000506,Dadar East / Hindmata,19.024393,72.842647,0.25,3.15,1.01,0.92,1460.0,1.07,5270.4,3088.1,991.6,0.438,0.927
MUM_000507,Dadar East / Hindmata,19.028909,72.842589,0.25,4.32,0.8,0.92,1014.6,1.81,5535.3,3034.6,1477.7,0.292,0.918
MUM_000508,Dharavi / Mahim,19.033425,72.842531,0.25,5.22,0.85,0.85,569.3,2.55,5808.0,2981.0,1970.8,0.194,0.872
MUM_000509,Dharavi / Mahim,19.03794,72.842472,0.25,4.83,0.66,0.85,123.9,3.29,6080.7,2927.5,2466.7,0.128,0.834
MUM_000510,Dharavi / Mahim,19.042456,72.842414,0.25,3.8,0.73,0.85,321.4,2.96,6353.4,2874.0,2963.9,0.085,0.866
MUM_000511,Dharavi / Mahim,19.046971,72.842355,0.25,3.66,1.4,0.85,766.8,2.22,6626.1,2820.4,3462.0,0.056,0.904
MUM_000512,Dharavi / Mahim,19.051487,72.842297,0.25,6.02,0.5,0.85,1212.1,1.48,6898.8,2766.9,3960.5,0.037,0.849
MUM_000513,Bandra West,19.056003,72.842239,0.25,13.02,2.4,0.55,1657.4,0.74,7171.5,2679.1,4459.4,0.024,0.851
MUM_000514,Bandra West,19.060518,72.84218,0.25,11.83,2.13,0.55,2102.8,0.2,7444.2,2579.6,4958.5,0.016,0.864
MUM_000515,Bandra West,19.065034,72.842122,0.25,12.73,1.07,0.55,2548.1,0.2,7716.9,2480.1,5457.7,0.011,0.847
MUM_000516,Santacruz / Milan Subway,19.069549,72.842063,0.25,2.97,0.74,0.92,2993.4,0.2,7989.6,2380.6,5957.1,0.007,0.918
MUM_000517,Santacruz / Milan Subway,19.074065,72.842005,0.25,3.5,0.66,0.92,3050.7,0.2,8271.6,2281.2,6456.6,0.005,0.877
MUM_000518,Santacruz / Milan Subway,19.078581,72.841946,0.25,3.2,0.84,0.92,2565.6,0.2,8573.4,2181.7,6956.2,0.003,0.911
MUM_000519,Santacruz / Milan Subway,19.083096,72.841888,0.25,4.59,0.34,0.92,2080.5,0.2,8893.1,2082.2,7455.8,0.002,0.921
MUM_000520,Santacruz / Milan Subway,19.087612,72.841829,0.25,2.84,0.53,0.92,1595.5,0.84,9228.9,1982.7,7398.3,0.002,0.907
MUM_000521,Santacruz / Milan Subway,19.092127,72.841771,0.25,3.95,0.85,0.92,1110.4,1.65,9579.0,1883.2,6920.1,0.003,0.92
MUM_000522,Santacruz / Milan Subway,19.096643,72.841712,0.25,4.59,0.68,0.92,625.3,2.46,9941.9,1783.8,6445.2,0.005,0.852
MUM_000523,Santacruz / Milan Subway,19.101158,72.841654,0.25,2.94,0.78,0.92,140.2,3.27,10316.3,1684.3,5974.4,0.007,0.874
MUM_000524,Andheri Subway / West,19.105674,72.841595,0.25,3.66,0.63,0.92,344.8,2.93,10701.0,1517.2,5508.7,0.01,0.94
MUM_000525,Andheri Subway / West,19.11019,72.841536,0.25,3.96,0.58,0.92,829.9,2.12,11094.8,1333.8,5049.6,0.015,0.908
MUM_000526,Andheri Subway / West,19.114705,72.841478,0.25,4.75,0.98,0.92,1315.0,1.31,11496.9,1150.4,4599.0,0.022,0.875
MUM_000527,Andheri Subway / West,19.119221,72.841419,0.25,3.9,0.74,0.92,1800.1,0.5,11906.5,967.0,4159.7,0.031,0.95
MUM_000528,Andheri Subway / West,19.123736,72.84136,0.25,4.86,0.64,0.92,1730.2,0.62,12322.7,783.6,3735.7,0.044,0.876
MUM_000529,Andheri Subway / West,19.128252,72.841302,0.25,2.83,0.62,0.92,1245.1,1.42,12744.9,600.3,3332.9,0.062,0.947
MUM_000530,Andheri Subway / West,19.132767,72.841243,0.25,3.12,0.35,0.92,760.0,2.23,13172.6,416.9,2959.9,0.085,0.897
MUM_000531,Jogeshwari / JVLR,19.137283,72.841184,0.2379,7.8,3.08,0.4,285.9,3.02,13592.4,246.9,2625.8,0.112,0.766
MUM_000532,Jogeshwari / JVLR,19.141798,72.841126,0.1519,15.44,3.12,0.4,161.4,3.23,13974.4,146.3,2290.7,0.148,0.785
MUM_000533,Goregaon West,19.146314,72.841067,0.0534,19.41,3.83,0.4,576.5,2.54,14331.7,63.8,2022.7,0.185,0.778
MUM_000534,Goregaon West,19.15083,72.841008,0.1103,21.32,1.22,0.4,3727.8,0.2,7725.8,109.2,5150.2,0.014,0.713
MUM_000535,Goregaon West,19.155345,72.840949,0.225,21.63,1.57,0.4,3502.0,0.2,7279.6,220.6,4691.5,0.02,0.708
MUM_000536,Goregaon West,19.159861,72.840891,0.25,18.29,1.98,0.4,3202.9,0.2,6807.6,414.1,4212.9,0.03,0.789
MUM_000537,Goregaon West,19.164376,72.840832,0.25,10.52,1.62,0.4,2876.8,0.2,6317.4,634.3,3716.9,0.045,0.751
MUM_000538,Goregaon West,19.168892,72.840773,0.25,10.65,1.94,0.4,2550.6,0.2,5828.9,854.5,3222.1,0.068,0.789
MUM_000539,Goregaon West,19.173407,72.840714,0.25,10.37,1.29,0.4,2224.5,0.2,5342.4,1074.8,2729.3,0.103,0.828
MUM_000540,Malad West,19.177923,72.840655,0.25,12.78,1.83,0.4,1898.3,0.34,4858.7,1295.0,2239.6,0.155,0.834
MUM_000541,Malad West,19.182438,72.840596,0.25,8.83,1.25,0.4,1531.6,0.95,4378.7,1515.3,1755.8,0.232,0.826
MUM_000542,Malad West,19.186954,72.840538,0.25,14.36,3.46,0.4,1159.5,1.57,3903.7,1735.5,1284.4,0.343,0.823
MUM_000543,Malad West,19.191469,72.840479,0.25,10.53,1.48,0.4,787.4,2.19,3435.8,1955.8,846.6,0.494,0.806
MUM_000544,Malad West,19.195985,72.84042,0.25,16.64,2.43,0.4,496.3,2.67,2978.4,2176.0,532.5,0.642,0.812
MUM_000545,Kandivali West,19.2005,72.840361,0.25,7.11,2.33,0.4,607.4,2.49,2537.0,2396.3,592.0,0.611,0.752
MUM_000546,Kandivali West,19.205016,72.840302,0.25,17.43,3.07,0.4,995.7,1.84,2121.9,2616.5,957.8,0.45,0.812
MUM_000547,Kandivali West,19.209531,72.840243,0.25,19.45,3.16,0.4,1453.9,1.08,1750.8,2868.0,1408.7,0.309,0.715
MUM_000548,Kandivali West,19.214047,72.840184,0.25,13.3,2.66,0.4,1296.7,1.34,1401.8,3178.7,1319.4,0.333,0.764
MUM_000549,Kandivali West,19.218562,72.840125,0.25,17.48,3.2,0.4,808.7,2.15,1052.8,3370.4,1257.5,0.351,0.704
MUM_000550,Kandivali West,19.223078,72.840066,0.25,7.6,2.25,0.4,320.7,2.97,703.9,3270.9,1386.4,0.315,0.797
MUM_000551,Kandivali West,19.227593,72.840007,0.25,16.49,3.58,0.4,167.3,3.22,354.9,3171.4,1662.1,0.25,0.808
MUM_000552,Kandivali West,19.232109,72.839948,0.25,20.1,1.54,0.4,50.1,3.42,50.1,3071.8,2025.6,0.185,0.816
MUM_000553,Borivali / Dahisar Subway,19.236624,72.839889,0.25,13.13,2.91,0.4,245.2,3.09,245.2,2972.3,2438.0,0.131,0.715
MUM_000554,Borivali / Dahisar Subway,19.241064,72.839936,0.25,10.18,1.41,0.4,540.5,2.6,540.5,2874.6,2278.8,0.15,0.821
MUM_000555,Borivali / Dahisar Subway,19.245422,72.840656,0.25,18.84,3.19,0.4,835.8,2.11,835.8,2835.8,2218.8,0.157,0.741
MUM_000556,Borivali / Dahisar Subway,19.249496,72.841446,0.25,18.36,2.08,0.4,1131.1,1.61,1131.1,2884.4,2083.4,0.176,0.712
MUM_000557,Mumbai Central,,,0.25,21.29,2.63,0.4,1426.3,1.12,1426.3,2971.6,1605.8,0.262,0.753
MUM_000558,Mumbai Central,,,0.25,8.41,3.55,0.4,1721.6,0.63,1721.6,3058.9,1147.4,0.384,0.723
MUM_000559,Marine Lines / Kalbadevi,18.96615,72.846926,0.25,9.67,1.78,0.4,2016.8,0.2,2016.8,3146.2,744.6,0.538,0.833
MUM_000560,Marine Lines / Kalbadevi,18.970403,72.847881,0.25,17.29,1.63,0.4,2312.1,0.2,2312.1,3233.4,540.8,0.637,0.708
MUM_000561,Marine Lines / Kalbadevi,18.974777,72.848034,0.25,20.65,2.21,0.4,2607.3,0.2,2607.3,3320.7,728.3,0.545,0.769
MUM_000562,Dadar East / Hindmata,18.979292,72.847976,0.25,3.33,0.5,0.92,2902.5,0.2,2902.5,3408.0,1126.3,0.391,0.923
MUM_000563,Dadar East / Hindmata,18.983808,72.847918,0.25,3.67,1.07,0.92,3197.8,0.2,3197.8,3495.2,1583.2,0.267,0.901
MUM_000564,Dadar East / Hindmata,18.988324,72.84786,0.25,3.75,0.77,0.92,3489.1,0.2,3489.1,3582.5,2060.2,0.18,0.9
MUM_000565,Dadar East / Hindmata,18.992839,72.847802,0.25,3.57,0.98,0.92,3709.2,0.2,3709.2,3669.7,1564.7,0.271,0.919
MUM_000566,Dadar East / Hindmata,18.997355,72.847744,0.25,3.46,0.68,0.92,3468.7,0.2,3929.3,3757.0,1071.8,0.409,0.884
MUM_000567,Dadar East / Hindmata,19.001871,72.847686,0.25,3.25,0.89,0.92,3023.3,0.2,4149.4,3745.8,591.0,0.611,0.867
MUM_000568,Dadar East / Hindmata,19.006386,72.847628,0.25,3.23,0.33,0.92,2578.0,0.2,4369.5,3692.3,222.8,0.831,0.902
MUM_000569,Dadar East / Hindmata,19.010902,72.84757,0.25,4.97,0.54,0.92,2132.6,0.2,4591.3,3638.8,500.1,0.659,0.89
MUM_000570,Dadar East / Hindmata,19.015418,72.847511,0.25,3.88,0.88,0.92,1687.3,0.69,4843.6,3585.2,974.9,0.444,0.933
MUM_000571,Dadar East / Hindmata,19.019933,72.847453,0.25,3.09,0.53,0.92,1241.9,1.43,5116.3,3531.7,1466.6,0.295,0.925
MUM_000572,Dadar East / Hindmata,19.024449,72.847395,0.25,3.51,0.55,0.92,796.6,2.17,5388.9,3478.2,1962.5,0.195,0.854
MUM_000573,Dharavi / Mahim,19.028964,72.847337,0.25,4.63,1.49,0.85,351.2,2.91,5661.6,3424.6,2460.0,0.129,0.856
MUM_000574,Dharavi / Mahim,19.03348,72.847279,0.25,3.92,1.35,0.85,94.1,3.34,5934.3,3371.1,2958.4,0.085,0.839
MUM_000575,Dharavi / Mahim,19.037996,72.84722,0.25,4.05,1.19,0.85,539.4,2.6,6207.0,3317.6,3457.3,0.056,0.916
MUM_000576,Dharavi / Mahim,19.042511,72.847162,0.25,5.28,0.93,0.85,984.8,1.86,6479.7,3264.0,3956.4,0.037,0.897
MUM_000577,Dharavi / Mahim,19.047027,72.847104,0.25,5.31,1.3,0.85,1430.1,1.12,6752.4,3169.1,4455.7,0.024,0.876
MUM_000578,Dharavi / Mahim,19.051543,72.847046,0.25,5.14,1.4,0.85,1875.4,0.37,7025.1,3069.6,4955.2,0.016,0.849
MUM_000579,Dharavi / Mahim,19.056058,72.846987,0.25,4.96,1.09,0.85,2320.7,0.2,7297.8,2970.1,5454.7,0.011,0.862
MUM_000580,Bandra West,19.060574,72.846929,0.25,12.25,1.25,0.55,2766.0,0.2,7574.5,2870.7,5954.4,0.007,0.856
MUM_000581,Santacruz / Milan Subway,19.065089,72.846871,0.25,3.18,1.18,0.92,3171.9,0.2,7871.3,2771.2,6454.1,0.005,0.9
MUM_000582,Santacruz / Milan Subway,19.069605,72.846812,0.25,3.76,1.01,0.92,2686.9,0.2,8187.9,2671.7,6953.8,0.003,0.898
MUM_000583,Santacruz / Milan Subway,19.074121,72.846754,0.25,4.78,0.75,0.92,2201.8,0.2,8522.1,2572.2,7453.6,0.002,0.923
MUM_000584,Santacruz / Milan Subway,19.078636,72.846696,0.25,4.02,0.71,0.92,1716.7,0.64,8871.9,2472.7,7273.0,0.002,0.932
MUM_000585,Santacruz / Milan Subway,19.083152,72.846637,0.25,4.3,0.93,0.92,1231.6,1.45,9235.5,2373.2,6786.0,0.003,0.884
MUM_000586,Santacruz / Milan Subway,19.087667,72.846579,0.25,4.45,1.06,0.92,746.6,2.26,9611.4,2273.8,6300.9,0.005,0.906
MUM_000587,Santacruz / Milan Subway,19.092183,72.846521,0.25,4.74,1.15,0.92,261.5,3.06,9998.2,2165.8,5818.5,0.008,0.915
MUM_000588,Santacruz / Milan Subway,19.096698,72.846462,0.25,4.6,0.63,0.92,223.6,3.13,10394.7,1982.4,5339.2,0.012,0.898
MUM_000589,Santacruz / Milan Subway,19.101214,72.846404,0.25,4.85,0.47,0.92,708.7,2.32,10799.7,1799.0,4864.1,0.017,0.947
MUM_000590,Andheri Subway / West,19.10573,72.846345,0.25,3.05,0.76,0.92,1193.7,1.51,11212.4,1615.6,4394.6,0.026,0.898
MUM_000591,Andheri Subway / West,19.110245,72.846287,0.25,3.57,0.59,0.92,1678.8,0.7,11631.9,1432.2,3932.5,0.038,0.891
MUM_000592,Andheri Subway / West,19.114761,72.846228,0.25,2.82,0.6,0.92,1851.4,0.41,12057.6,1248.8,3481.0,0.055,0.94
MUM_000593,Andheri Subway / West,19.119276,72.84617,0.25,3.12,0.44,0.92,1366.3,1.22,12488.8,1065.4,3044.6,0.079,0.915
MUM_000594,Andheri Subway / West,19.123792,72.846111,0.25,4.74,0.42,0.92,881.2,2.03,12925.0,882.0,2631.1,0.112,0.942
MUM_000595,Andheri Subway / West,19.128308,72.846053,0.25,3.77,1.06,0.92,396.2,2.84,13365.6,698.6,2252.8,0.153,0.871
MUM_000596,Jogeshwari / JVLR,19.132823,72.845994,0.25,8.17,2.47,0.4,88.9,3.35,13810.3,515.2,1930.7,0.2,0.804
MUM_000597,Jogeshwari / JVLR,19.137339,72.845936,0.25,13.6,3.34,0.4,574.0,2.54,14258.7,331.8,1697.1,0.243,0.76
MUM_000598,Jogeshwari / JVLR,19.141854,72.845877,0.2047,14.03,1.36,0.4,1029.6,1.78,14674.8,194.3,1551.5,0.274,0.784
MUM_000599,Jogeshwari / JVLR,19.14637,72.845818,0.0933,21.22,1.7,0.4,1443.7,1.09,15046.8,114.3,1493.2,0.288,0.706
MUM_000600,Goregaon West,19.150885,72.84576,0.1056,11.05,1.32,0.4,3449.9,0.2,6839.8,105.5,4224.7,0.03,0.724
MUM_000601,Goregaon West,19.155401,72.845701,0.2219,19.23,1.76,0.4,3225.7,0.2,6414.7,215.2,3793.2,0.042,0.737
MUM_000602,Goregaon West,19.159916,72.845642,0.25,12.47,2.17,0.4,2929.6,0.2,5959.6,405.7,3336.5,0.062,0.75
MUM_000603,Goregaon West,19.164432,72.845584,0.25,15.54,1.98,0.4,2603.4,0.2,5484.7,625.9,2863.4,0.092,0.759
MUM_000604,Goregaon West,19.168948,72.845525,0.25,14.36,3.93,0.4,2237.7,0.2,5014.8,846.2,2401.2,0.135,0.736
MUM_000605,Goregaon West,19.173463,72.845466,0.25,17.2,2.43,0.4,1865.6,0.39,4551.3,1066.4,1957.8,0.196,0.734
MUM_000606,Malad West,19.177979,72.845408,0.25,9.38,3.6,0.4,1493.5,1.01,4096.3,1286.7,1549.1,0.275,0.749
MUM_000607,Malad West,19.182494,72.845349,0.25,13.77,2.85,0.4,1163.4,1.56,3653.2,1506.9,1211.1,0.364,0.835
MUM_000608,Malad West,19.18701,72.84529,0.25,21.2,2.87,0.4,987.9,1.85,3226.7,1727.2,1016.7,0.429,0.739
MUM_000609,Malad West,19.191525,72.845231,0.25,14.0,3.64,0.4,1048.1,1.75,2824.4,1947.4,1049.1,0.417,0.793
MUM_000610,Malad West,19.196041,72.845173,0.25,17.4,2.25,0.4,1311.9,1.31,2457.9,2176.3,1291.3,0.341,0.834
MUM_000611,Kandivali West,19.200556,72.845114,0.25,7.78,1.3,0.4,1675.9,0.71,2108.9,2472.8,1181.5,0.374,0.791
MUM_000612,Kandivali West,19.205072,72.845055,0.25,12.59,2.62,0.4,1187.9,1.52,1759.9,2827.3,858.2,0.489,0.831
MUM_000613,Kandivali West,19.209587,72.844996,0.25,10.71,1.25,0.4,699.9,2.33,1410.9,3218.0,759.7,0.531,0.73
MUM_000614,Kandivali West,19.214103,72.844937,0.25,7.76,2.59,0.4,211.9,3.15,1061.9,3614.3,958.0,0.45,0.827
MUM_000615,Kandivali West,19.218618,72.844878,0.25,7.57,3.08,0.4,276.1,3.04,748.8,3661.4,1326.0,0.331,0.812
MUM_000616,Kandivali West,19.223134,72.844819,0.25,13.03,2.75,0.4,453.6,2.74,453.6,3561.8,1760.4,0.231,0.799
MUM_000617,Kandivali West,19.22765,72.844761,0.25,13.37,3.83,0.4,158.3,3.24,158.3,3462.3,1998.6,0.189,0.75
MUM_000618,Kandivali West,19.232165,72.844702,0.25,20.68,1.48,0.4,137.0,3.27,137.0,3368.8,1795.7,0.224,0.714
MUM_000619,Borivali / Dahisar Subway,19.236681,72.844643,0.25,8.97,3.1,0.4,432.3,2.78,432.3,3335.8,1718.8,0.239,0.805
MUM_000620,Borivali / Dahisar Subway,19.241196,72.844584,0.25,15.85,2.36,0.4,727.6,2.29,727.6,3377.3,1784.4,0.226,0.813
MUM_000621,Borivali / Dahisar Subway,19.245712,72.844525,0.25,12.31,1.56,0.4,1022.8,1.8,1022.8,3464.0,1835.5,0.217,0.782
MUM_000622,Borivali / Dahisar Subway,19.250227,72.844466,0.25,14.48,2.03,0.4,1318.1,1.3,1318.1,3551.2,1451.6,0.298,0.711
MUM_000623,Borivali / Dahisar Subway,19.254567,72.844803,0.25,10.7,3.6,0.4,1613.3,0.81,1613.3,3638.5,1159.8,0.38,0.742
MUM_000624,Borivali / Dahisar Subway,19.258638,72.845617,0.25,11.21,1.84,0.4,1908.5,0.32,1908.5,3725.8,1040.7,0.42,0.818
MUM_000625,Mumbai Central,,,0.25,18.39,1.77,0.4,2203.8,0.2,2203.8,3813.0,1149.4,0.384,0.727
MUM_000626,Marine Lines / Kalbadevi,18.975254,72.851517,0.25,19.16,1.44,0.4,2499.0,0.2,2499.0,3900.3,1435.0,0.302,0.761
MUM_000627,Dadar East / Hindmata,18.979502,72.852486,0.25,4.44,0.65,0.92,2794.2,0.2,2794.2,3987.5,1815.8,0.22,0.878
MUM_000628,Dadar East / Hindmata,18.983863,72.852665,0.25,4.21,0.58,0.92,3040.2,0.2,3040.2,4074.8,2171.5,0.164,0.942
